smiles,emission
CCCCB1C=CC2=CC3=CC4=CC=CC=C4C=C3C=C2N1,484.0
C1(C=CC=C2)=C2C=C(C=CC=C3)C3=C1,403.0
C1(C=CC=C2)=C2C=C(C=CBN3)C3=C1,403.0
C1(C=CBN2)=C2C=C(C=CBN3)C3=C1,403.0
C1(C=CC=C2)=C2C(C=CC=C3)=C3C=C1,348.0
C1(NBC=C2)=C2C(C=CC=C3)=C3C=C1,348.0
C1(NB(C2=CC=CC=C2)C=C3)=C3C(C=CC=C4)=C4C=C1,360.0
C1(C=CBN2)=C2C(C=CC=C3)=C3C=C1,354.0
C1(C=CB(C2=CC=CC=C2)N3)=C3C(C=CC=C4)=C4C=C1,365.0
N12C=CC=CB1C=CC3=C2C=CC=C3,335.0
N12C=CC=CB1C=CC3=C2C=C(C=CC=C4)C4=C3,381.0
N12C=CC3=C(C=C(C=CC=C4)C4=C3)B1C=CC5=C2C=CC=C5,403.0
N12C=CC3=C(C=C(C=CC=C4)C4=C3)B1C=CC5=C2C=C(C=CC=C6)C6=C5,433.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CC3=CC=CC=C3)=O)C=C2,560.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCC(OC)=O)=O)C=C2,555.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C=CC=C3F)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C([N+]([O-])=O)C=C3)=O)C=C2,551.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCC)=O)C=C2,557.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C=C)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(COC)=O)C=C2,556.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CC)=O)C=C2,554.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3CCC3)=O)C=C2,556.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(C)=CC=C3F)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(Cl)=CC=C3F)=O)C=C2,568.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(NC(C)=O)C=C3)=O)C=C2,593.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(F)=CC=C3)=O)C=C2,564.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(I)=CC=C3F)=O)C=C2,567.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC([N+]([O-])=O)=CC=C3F)=O)C=C2,544.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=CC(C(F)(F)F)=C3)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C=C(Br)C=C3)=O)C=C2,561.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C=CC(F)=C3)=O)C=C2,564.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(/C=C/C3=C(Cl)C=CC=C3)=O)C=C2,551.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(Cl)C=CC(C(F)(F)F)=C3)=O)C=C2,564.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C4=CC=CC=C4F)O3)=O)C=C2,567.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3OC)=O)C=C2,561.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCC3CCCC3)=O)C=C2,557.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=C(F)C=C3F)=O)C=C2,562.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(F)C=C3C(F)(F)F)=O)C=C2,560.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(C)=C(F)C=C3)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(Cl)C=C3)=O)C=C2,562.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CC3=CC=C(F)C=C3)=O)C=C2,557.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCCCCC)=O)C=C2,554.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC(OC)=C3)=O)C=C2,562.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C=CC(C)=C3Cl)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C)C=C3)=O)C=C2,562.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCCCCCC)=O)C=C2,556.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Cl)=NC(OC)=C3)=O)C=C2,550.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CN=CC(Br)=C3)=O)C=C2,561.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(Cl)C(C=CC=C4)=C4S3)=O)C=C2,555.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=NO3)=O)C=C2,569.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C(C(C(F)(F)F)=CC=C3Cl)=C3F)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Cl)=CC=C3F)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(COC3=CC=C(Cl)C=C3)=O)C=C2,562.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(I)C=C3)=O)C=C2,564.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(OC)C=C3)=O)C=C2,559.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C(C)C)C=C3)=O)C=C2,561.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(Br)=C(F)C(F)=C3F)=O)C=C2,568.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCC)C=C3)=O)C=C2,561.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(Cl)C(C=CC(F)=C4)=C4S3)=O)C=C2,539.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3CCCCC3)=O)C=C2,553.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(Cl)C(F)=CC=C3F)=O)C=C2,564.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(F)C=C3)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=CC=C3)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C4=CC=CC=C4)O3)=O)C=C2,567.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Cl)=C(F)C=C3)=O)C=C2,566.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C=C(F)C=C3)=O)C=C2,564.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CN=C3SC)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCCCl)=O)C=C2,557.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3OCC)=O)C=C2,561.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C([N+]([O-])=O)C=C3Cl)=O)C=C2,540.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C(F)(F)F)C=C3F)=O)C=C2,560.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=C(Cl)C=C3Cl)=O)C=C2,564.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CC3CCCC3)=O)C=C2,556.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3C)=O)C=C2,562.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCCCCCC)=O)C=C2,555.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(Cl)C=C3Cl)=O)C=C2,564.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(C)ON=C3C4=CC=CC=C4)=O)C=C2,561.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(C(F)(F)F)=CC=C3F)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(OCCCCCC)C=C3)=O)C=C2,561.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C4=CC([N+]([O-])=O)=C(Cl)C=C4)O3)=O)C=C2,545.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(C(F)(F)F)=C(OC)C=C3)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=CC=C3Cl)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C(C)OC3=CC=CC=C3)=O)C=C2,562.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(Cl)=CC=C3)=O)C=C2,566.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(Cl)=CC(C(F)(F)F)=C3)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC(C(F)(F)F)=C3F)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C)C(F)=C3)=O)C=C2,566.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3F)=O)C=C2,564.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCCCCCCCC)C=C3)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C4=CC([N+]([O-])=O)=CC=C4)O3)=O)C=C2,549.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=CC=C3C)=O)C=C2,562.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(C(F)(F)F)=C(F)C=C3)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCCCC)C=C3)=O)C=C2,562.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C=CC=C3C(F)(F)F)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(OCC)C=CC4=C3C=CC=C4)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(F)=C(C)C=C3)=O)C=C2,564.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(F)=C(F)C(F)=C3F)=O)C=C2,570.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCC(OC)=O)=O)C=C2,559.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Cl)=CC=C3)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(COC(C)=O)=O)C=C2,558.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(C)C(C)=CC=C3)=O)C=C2,562.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(Br)C(F)=C(F)C(F)=C3F)=O)C=C2,568.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(Cl)=C(F)C=C3)=O)C=C2,568.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCCCCCCC)C=C3)=O)C=C2,560.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(C)=CC=C3)=O)C=C2,561.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(OC(C)=O)C=CC=C3)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(C)=CC=C3Cl)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Cl)=CC(Cl)=C3)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C4=CC([N+]([O-])=O)=CC=C4Cl)O3)=O)C=C2,544.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(Cl)N=C3)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C4=CC=CC=C4[N+]([O-])=O)O3)=O)C=C2,547.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=NC=CN=C3)=O)C=C2,542.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(Cl)C(Cl)=CC=C3)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(Br)C=C3)=O)C=C2,564.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)=O)C=C2,559.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCC3=CC=CC=C3)=O)C=C2,556.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CC3=CC=C(Cl)C=C3)=O)C=C2,557.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(COC3=CC=C(Cl)C=C3)=O)C=C2,559.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(F)=C(Cl)C(F)=C3F)=O)C=C2,564.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(OCCCC)C=C3)=O)C=C2,560.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=CC=C3C(F)(F)F)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(C)ON=C3C4=C(Cl)C=CC=C4F)=O)C=C2,553.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C4=CC=CC=C4)C=C3)=O)C=C2,582.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C4=CC=C([N+]([O-])=O)C=C4Cl)O3)=O)C=C2,543.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Cl)=C(Cl)C=C3)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C(CC)CCCC)=O)C=C2,552.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCC)C=C3)=O)C=C2,560.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(Cl)C=CC=C3F)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=C(C(F)(F)F)C=C3)=O)C=C2,545.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Br)=CC=C3)=O)C=C2,560.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCCC)C=C3)=O)C=C2,562.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3I)=O)C=C2,561.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3Br)=O)C=C2,562.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3CC3)=O)C=C2,557.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(F)C=C3Cl)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CN=C3Cl)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3CCCC3)=O)C=C2,553.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(C)OC=C3)=O)C=C2,557.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CN3C)=O)C=C2,556.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCCCCC)C=C3)=O)C=C2,559.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C([N+]([O-])=O)O3)=O)C=C2,555.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CS3)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C(F)(F)F)C=C3)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(OC)=C(OC)C(OC)=C3)=O)C=C2,566.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C=C(F)C=C3F)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3Cl)=O)C=C2,564.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCC=C)=O)C=C2,557.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(N3CCOCC3)=O)C=C2,537.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(/C=C/C3=CC=CC=C3)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCC3=CC=C(OC)C=C3)=O)C=C2,558.0
CN(CCO)C1=CC=C(\C=C\C(=O)C2=CC=C(NC(=O)C3=C(C)C=CS3)C=C2)C=C1,559.0
O=C(C1=CC=C(NC(C2=CC=C(C3=CC(Cl)=CC=C3Cl)O2)=O)C=C1)/C=C/C4=CC=C(N(C)CCO)C=C4,567.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C)N=C3Cl)=O)C=C2,568.0
O=C(C1=CC=C(NC(C2=C(Cl)C(Cl)=C(Cl)S2)=O)C=C1)/C=C/C3=CC=C(N(C)CCO)C=C3,548.0
O=C(C1=CC=C(NC(C2=NOC(C)=C2)=O)C=C1)/C=C/C3=CC=C(N(C)CCO)C=C3,569.0
O=C(C1=CC=C(NC(C2=CC=C(C)O2)=O)C=C1)/C=C/C3=CC=C(N(C)CCO)C=C3,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(/C=C/C)=O)C=C2,562.0
O=C(C1=CC=C(NC(C2=CC=C(C3=CC=C(F)C=C3)O2)=O)C=C1)/C=C/C4=CC=C(N(C)CCO)C=C4,565.0
O=C(C1=CC=C(NC(C2=CC=C(C3=CC=CC(Cl)=C3Cl)O2)=O)C=C1)/C=C/C4=CC=C(N(C)CCO)C=C4,564.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCCBr)=O)C=C2,562.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCCCCCCCC)=O)C=C2,552.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC(I)=C3)=O)C=C2,569.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C(C)(C)C)=O)C=C2,561.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCCC)=O)C=C2,561.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(OC)C=CC(OC)=C3)=O)C=C2,560.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CC(OC(C)=O)C3=CC=CC=C3)=O)C=C2,565.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(OCCCCCCC)C=C3)=O)C=C2,563.0
O=C(C1=CC=C(NC(C2=CC=CO2)=O)C=C1)/C=C/C3=CC=C(N(C)CCO)C=C3,566.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CN=C3)=O)C=C2,563.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCCCC=C)=O)C=C2,557.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCCC)=O)C=C2,559.0
O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3C=CCCC3)=O)C=C2,562.0
O=S(C1=CC=CC=C1C=CC2=CC=C(C3=CC=C(C=CC4=CC=CC=C4S(=O)([O-])=O)C=C3)C=C2)([O-])=O.[Na+].[Na+],402.0
[H][C@@]1([C@@H](C2=CC=NC3=CC=C(C=C23)OC)O)C[C@@H]4CC[N@]1C[C@@H]4C=C,365.0
C12=NN(C3=CC=CC=C3)N=C1C=CC=C2,362.0
O=C(C1=CC=CC=C1)C2=NN(C3=CC=CC=C3)N=C2C4=CC=CC=C4,316.0
OC(C=CC1=C2C=CC=C1)=C2C3=NN(C4=CC=CC=C4)N=C3C5=CCCCC5,380.0
C=C(C1=CC=CC=C1)C2=NN(C3=CC=CC=C3)N=C2C4=CC=CC=C4,348.0
C1(C2=NN(C3=CC=CC=C3)N=C2)=CC=CC=C1,347.0
C1(C2=NN(C3=CC=CC=C3)N=C2CC4=CC=CC=C4)=CC=CC=C1,342.0
CC(C1=CC=CC=C1)C2=NN(C3=CC=CC=C3)N=C2C4=CC=CC=C4,342.0
N#CC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=CC=C3,350.0
FC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=CC=C3,343.0
ClC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=CC=C3,344.0
COC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=CC=C3,374.0
O=[N+](C(C=C1)=CC=C1N2N=C(C=N2)C3=CC=CC=C3)[O-],342.0
O=C(C1=CC=CC=C1)C(C=C2)=CC=C2N3N=C(C=N3)C4=CC=CC=C4,343.0
C1(C2=NN(C3=CC=NC=C3)N=C2)=CC=CC=C1,341.0
C1(C2=NN(C3=NC=CC=C3)N=C2)=CC=CC=C1,341.0
C1(C2=NN(C3=CC=CC4=C3C=CC=C4)N=C2)=CC=CC=C1,296.0
FC(C=C1)=CC=C1C2=NN(C3=CC=CC=C3)N=C2,343.0
FC(C=C1)=CC=C1C2=NN(C3=CC=C(C#N)C=C3)N=C2,351.0
FC(C=C1)=CC=C1C2=NN(C3=CC=C(F)C=C3)N=C2,343.0
FC(C=C1)=CC=C1C2=NN(C3=CC=C(Cl)C=C3)N=C2,343.0
FC(C=C1)=CC=C1C2=NN(C3=CC=C(OC)C=C3)N=C2,373.0
COC(C=C1)=CC=C1C2=NN(C3=CC=CC=C3)N=C2,360.0
COC(C=C1)=CC=C1C2=NN(C3=CC=C(C#N)C=C3)N=C2,401.0
FC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=C(OC)C=C3,360.0
ClC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=C(OC)C=C3,364.0
COC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=C(OC)C=C3,369.0
ClC(C=C1)=CC=C1C2=NN(C3=CC=CC=C3)N=C2,341.0
ClC(C=C1)=CC=C1C2=NN(C3=CC=C(C#N)C=C3)N=C2,352.0
ClC(C=C1)=CC=C1C2=NN(C3=CC=C(F)C=C3)N=C2,343.0
ClC(C=C1)=CC=C1C2=NN(C3=CC=C(Cl)C=C3)N=C2,345.0
ClC(C=C1)=CC=C1C2=NN(C3=CC=C(OC)C=C3)N=C2,376.0
C=C(C1=CC=CC=C1)C2=NN(C3=CC=C(N4N=C(C(C5=CC=CC=C5)=C)C(C6=CC=CC=C6)=N4)C=C3)N=C2C7=CC=CC=C7,390.0
O=C(NCCCCC(NC(OC(C)(C)C)=O)C(OC)=O)CC(C=C1)=CC=C1N2N=C(C=N2)C3=CC=CC=C3,370.0
N1(C2=CC=CC=C2)N=CC(C3=CC=CC=C3)=N1,351.0
COC(C=C1)=CC=C1N2N=CC(C3=CC=CC=C3)=N2,374.0
CN(C)C(C=C1)=CC=C1N2N=CC(C3=CC=CC=C3)=N2,427.0
N1(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)N=CC(C5=CC=CC=C5)=N1,419.0
N#CC1=NN(N=C1C2=CC=CC=C2)C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,471.0
O=C(C)C1=NN(N=C1C2=CC=CC=C2)C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,464.0
